,rate_marriage,age,yrs_married,children,religious,affairs
2706,4,22.0,2.5,0.0,4,0
2707,5,17.5,2.5,0.0,1,0
2708,4,37.0,16.5,3.0,3,0
2709,4,27.0,6.0,1.0,2,0
2710,3,37.0,13.0,0.0,2,0
2711,4,37.0,16.5,4.0,3,0
2712,4,27.0,2.5,0.0,1,0
2713,5,42.0,23.0,2.0,2,0
2714,5,22.0,2.5,0.0,4,0
2715,5,22.0,2.5,0.0,3,0
2716,5,27.0,0.5,0.0,3,0
2717,5,27.0,6.0,1.0,2,0
2718,4,22.0,2.5,0.0,2,0
2719,5,22.0,2.5,0.0,3,0
2720,5,22.0,0.5,0.0,3,0
2721,4,37.0,9.0,5.5,4,0
2722,3,27.0,0.5,0.0,2,0
2723,5,27.0,2.5,0.0,2,0
2724,3,22.0,2.5,0.0,1,0
2725,3,42.0,16.5,4.0,4,0
2726,5,32.0,13.0,3.0,2,0
2727,2,32.0,13.0,2.0,3,0
2728,5,22.0,2.5,0.0,2,0
2729,3,27.0,2.5,1.0,1,0
2730,4,22.0,0.5,0.0,4,0
2731,4,27.0,9.0,2.0,3,0
2732,5,22.0,2.5,0.0,3,0
2733,5,27.0,6.0,2.0,3,0
2734,4,22.0,2.5,0.0,1,0
2735,5,22.0,0.5,0.0,2,0
2736,5,42.0,23.0,3.0,3,0
2737,3,22.0,2.5,1.0,3,0
2738,4,27.0,16.5,2.0,3,0
2739,5,17.5,0.5,0.0,2,0
2740,5,27.0,2.5,0.0,3,0
2741,4,27.0,9.0,2.0,4,0
2742,5,22.0,2.5,0.0,2,0
2743,5,37.0,16.5,2.0,2,0
2744,5,32.0,23.0,2.0,3,0
2745,5,22.0,2.5,1.0,4,0
2746,4,27.0,2.5,0.0,3,0
2747,5,22.0,0.5,0.0,2,0
2748,4,37.0,16.5,2.0,3,0
2749,4,27.0,2.5,0.0,3,0
2750,4,22.0,2.5,0.0,3,0
2751,4,22.0,2.5,0.0,2,0
2752,5,42.0,23.0,2.0,3,0
2753,5,22.0,0.5,0.0,2,0
2754,5,27.0,6.0,3.0,2,0
2755,4,32.0,16.5,3.0,2,0
2756,4,27.0,0.5,0.0,2,0
2757,2,22.0,0.5,0.0,4,0
2758,4,22.0,2.5,0.0,3,0
2759,5,27.0,2.5,0.0,3,0
2760,5,22.0,2.5,0.0,3,0
2761,4,27.0,2.5,3.0,2,0
2762,4,32.0,6.0,1.0,4,0
2763,2,27.0,2.5,0.0,3,0
2764,4,42.0,23.0,4.0,2,0
2765,5,42.0,16.5,1.0,3,0
2766,3,27.0,9.0,2.0,1,0
2767,4,42.0,23.0,2.0,2,0
2768,5,42.0,23.0,2.0,2,0
2769,5,22.0,2.5,0.0,3,0
2770,3,42.0,23.0,3.0,3,0
2771,5,22.0,2.5,0.0,4,0
2772,2,22.0,2.5,0.0,3,0
2773,5,27.0,6.0,1.0,4,0
2774,4,37.0,16.5,5.5,2,0
2775,5,32.0,13.0,3.0,3,0
2776,5,27.0,6.0,2.0,3,0
2777,4,27.0,6.0,1.0,1,0
2778,5,22.0,2.5,0.0,1,0
2779,5,27.0,2.5,0.0,3,0
2780,5,22.0,6.0,0.0,3,0
2781,4,22.0,2.5,0.0,3,0
2782,4,22.0,2.5,0.0,3,0
2783,5,22.0,2.5,0.0,3,0
2784,5,27.0,6.0,0.0,2,0
2785,2,37.0,16.5,3.0,4,0
2786,5,22.0,6.0,2.0,2,0
2787,4,27.0,2.5,1.0,2,0
2788,5,22.0,2.5,0.0,2,0
2789,5,42.0,23.0,3.0,3,0
2790,4,22.0,2.5,0.0,3,0
2791,4,32.0,13.0,2.0,2,0
2792,5,27.0,2.5,0.0,3,0
2793,5,22.0,0.5,0.0,3,0
2794,4,22.0,2.5,0.0,3,0
2795,4,27.0,9.0,2.0,1,0
2796,4,27.0,6.0,1.0,1,0
2797,5,27.0,2.5,2.0,1,0
2798,4,37.0,9.0,1.0,3,0
2799,4,22.0,0.5,0.0,3,0
2800,5,32.0,16.5,2.0,1,0
2801,3,27.0,6.0,0.0,1,0
2802,4,27.0,6.0,1.0,3,0
2803,5,32.0,13.0,1.0,2,0
2804,3,27.0,2.5,0.0,3,0
2805,5,22.0,2.5,0.0,2,0
2806,4,32.0,6.0,1.0,3,0
2807,3,27.0,2.5,0.0,1,0
2808,4,42.0,23.0,2.0,4,0
2809,2,27.0,2.5,1.0,2,0
2810,4,42.0,23.0,3.0,2,0
2811,5,27.0,6.0,2.0,2,0
2812,5,22.0,0.5,0.0,1,0
2813,5,27.0,6.0,2.0,3,0
2814,3,22.0,2.5,0.0,1,0
2815,1,42.0,23.0,3.0,2,0
2816,4,42.0,16.5,3.0,2,0
2817,1,27.0,2.5,0.0,1,0
2818,5,22.0,0.5,0.0,1,0
2819,5,37.0,16.5,2.0,3,0
2820,4,27.0,6.0,2.0,3,0
2821,5,22.0,2.5,0.0,4,0
2822,5,22.0,2.5,0.0,4,0
2823,3,27.0,6.0,2.0,3,0
2824,4,27.0,2.5,0.0,3,0
2825,5,27.0,2.5,0.0,1,0
2826,5,17.5,2.5,2.0,1,0
2827,4,32.0,16.5,2.0,3,0
2828,5,27.0,2.5,0.0,1,0
2829,3,42.0,23.0,2.0,3,0
2830,4,22.0,2.5,0.0,2,0
2831,3,22.0,2.5,1.0,2,0
2832,3,27.0,2.5,0.0,3,0
2833,4,22.0,2.5,0.0,3,0
2834,5,32.0,13.0,2.0,4,0
2835,5,22.0,2.5,0.0,1,0
2836,4,32.0,9.0,2.0,3,0
2837,4,42.0,23.0,5.5,3,0
2838,3,27.0,0.5,0.0,2,0
2839,5,42.0,23.0,2.0,2,0
2840,5,27.0,2.5,0.0,2,0
2841,4,22.0,2.5,2.0,3,0
2842,3,27.0,6.0,2.0,2,0
2843,5,27.0,2.5,2.0,3,0
2844,5,22.0,0.5,0.0,2,0
2845,3,32.0,6.0,2.0,2,0
2846,4,27.0,2.5,0.0,3,0
2847,5,37.0,23.0,5.5,2,0
2848,2,27.0,6.0,0.0,1,0
2849,4,32.0,16.5,4.0,3,0
2850,5,22.0,2.5,2.0,2,0
2851,4,22.0,2.5,0.0,1,0
2852,5,27.0,2.5,0.0,3,0
2853,5,22.0,2.5,0.0,1,0
2854,4,22.0,2.5,1.0,4,0
2855,4,22.0,2.5,0.0,3,0
2856,5,22.0,6.0,1.0,2,0
2857,3,27.0,6.0,0.0,3,0
2858,5,37.0,16.5,4.0,3,0
2859,4,27.0,6.0,2.0,4,0
2860,4,22.0,2.5,0.0,2,0
2861,5,22.0,2.5,0.0,2,0
2862,3,32.0,16.5,2.0,2,0
2863,5,27.0,0.5,0.0,2,0
2864,5,27.0,6.0,3.0,2,0
2865,5,22.0,2.5,0.0,2,0
2866,4,22.0,2.5,2.0,2,0
2867,4,32.0,9.0,0.0,1,0
2868,3,22.0,2.5,0.0,2,0
2869,4,37.0,9.0,1.0,3,0
2870,5,27.0,2.5,0.0,3,0
2871,4,32.0,13.0,2.0,4,0
2872,4,27.0,2.5,1.0,2,0
2873,4,22.0,2.5,0.0,3,0
2874,5,27.0,6.0,2.0,4,0
2875,4,32.0,13.0,1.0,3,0
2876,5,22.0,0.5,0.0,1,0
2877,5,22.0,2.5,0.0,2,0
2878,3,42.0,23.0,5.5,2,0
2879,4,27.0,6.0,2.0,1,0
2880,5,22.0,2.5,0.0,3,0
2881,5,27.0,6.0,0.0,1,0
2882,2,32.0,13.0,2.0,3,0
2883,5,27.0,9.0,2.0,3,0
2884,4,22.0,2.5,2.0,3,0
2885,5,37.0,2.5,0.0,3,0
2886,5,37.0,16.5,2.0,3,0
2887,5,27.0,6.0,2.0,2,0
2888,4,27.0,6.0,0.0,3,0
2889,5,32.0,13.0,3.0,3,0
2890,4,27.0,2.5,0.0,2,0
2891,3,22.0,2.5,0.0,2,0
2892,5,32.0,9.0,3.0,2,0
2893,2,27.0,6.0,1.0,2,0
2894,5,22.0,2.5,0.0,1,0
2895,5,22.0,0.5,0.0,2,0
2896,5,27.0,2.5,0.0,4,0
2897,5,22.0,0.5,0.0,3,0
2898,5,22.0,2.5,0.0,2,0
2899,5,27.0,6.0,0.0,2,0
2900,5,17.5,0.5,0.0,3,0
2901,3,32.0,16.5,3.0,2,0
2902,3,37.0,16.5,4.0,2,0
2903,5,27.0,6.0,1.0,3,0
2904,4,32.0,16.5,4.0,4,0
2905,4,22.0,2.5,0.0,3,0
2906,4,27.0,2.5,1.0,4,0
2907,3,42.0,23.0,3.0,1,0
2908,4,27.0,9.0,3.0,3,0
2909,4,27.0,9.0,2.0,1,0
2910,4,27.0,0.5,0.0,1,0
2911,5,42.0,16.5,2.0,2,0
2912,4,22.0,2.5,0.0,1,0
2913,4,37.0,16.5,2.0,1,0
2914,5,32.0,16.5,2.0,1,0
2915,5,22.0,2.5,0.0,4,0
2916,5,27.0,2.5,2.0,3,0
2917,5,22.0,2.5,0.0,3,0
2918,4,27.0,6.0,1.0,2,0
2919,5,22.0,2.5,0.0,3,0
2920,4,22.0,2.5,0.0,3,0
2921,4,22.0,2.5,1.0,1,0
2922,5,22.0,0.5,0.0,1,0
2923,4,22.0,2.5,1.0,3,0
2924,5,42.0,23.0,2.0,3,0
2925,4,27.0,2.5,0.0,4,0
2926,5,32.0,13.0,4.0,3,0
2927,5,27.0,6.0,2.0,2,0
2928,4,27.0,6.0,0.0,1,0
2929,4,17.5,2.5,0.0,1,0
2930,5,22.0,0.5,0.0,2,0
2931,5,27.0,9.0,2.0,3,0
2932,5,22.0,2.5,1.0,3,0
2933,5,27.0,2.5,0.0,1,0
2934,5,42.0,16.5,2.0,3,0
2935,5,17.5,2.5,0.0,2,0
2936,5,22.0,2.5,3.0,3,0
2937,5,32.0,9.0,3.0,4,0
2938,5,22.0,2.5,2.0,3,0
2939,4,37.0,23.0,5.5,2,0
2940,5,27.0,2.5,0.0,4,0
2941,4,22.0,2.5,0.0,1,0
2942,4,22.0,2.5,1.0,2,0
2943,5,22.0,2.5,0.0,3,0
2944,5,27.0,6.0,2.0,2,0
2945,5,27.0,2.5,0.0,3,0
2946,4,32.0,2.5,0.0,3,0
2947,5,32.0,6.0,2.0,4,0
2948,5,27.0,13.0,3.0,1,0
2949,5,32.0,16.5,3.0,3,0
2950,5,17.5,0.5,0.0,1,0
2951,4,27.0,2.5,0.0,1,0
2952,4,22.0,2.5,0.0,2,0
2953,4,22.0,0.5,0.0,3,0
2954,5,42.0,23.0,1.0,2,0
2955,3,22.0,0.5,0.0,1,0
2956,5,32.0,9.0,2.0,2,0
2957,4,32.0,16.5,2.0,2,0
2958,5,27.0,6.0,2.0,2,0
2959,5,27.0,2.5,0.0,1,0
2960,5,22.0,0.5,0.0,3,0
2961,4,27.0,2.5,0.0,3,0
2962,5,27.0,2.5,0.0,3,0
2963,5,42.0,23.0,2.0,3,0
2964,5,27.0,2.5,0.0,3,0
2965,5,22.0,0.5,0.0,2,0
2966,5,37.0,13.0,2.0,2,0
2967,4,42.0,23.0,2.0,1,0
2968,4,27.0,6.0,1.0,3,0
2969,5,42.0,23.0,2.0,3,0
2970,5,22.0,2.5,0.0,3,0
2971,5,32.0,13.0,2.0,2,0
2972,5,22.0,2.5,0.0,3,0
2973,4,32.0,9.0,2.0,1,0
2974,4,22.0,2.5,0.0,1,0
2975,4,22.0,6.0,2.0,2,0
2976,5,22.0,2.5,0.0,2,0
2977,4,22.0,2.5,0.0,3,0
2978,5,22.0,2.5,0.0,3,0
2979,5,22.0,6.0,0.0,3,0
2980,3,42.0,23.0,2.0,2,0
2981,5,22.0,2.5,0.0,1,0
2982,4,22.0,2.5,0.0,2,0
2983,5,22.0,2.5,0.0,1,0
2984,4,17.5,2.5,0.0,2,0
2985,4,37.0,13.0,0.0,3,0
2986,5,27.0,2.5,0.0,2,0
2987,5,22.0,2.5,0.0,2,0
2988,4,42.0,23.0,2.0,2,0
2989,5,22.0,2.5,1.0,1,0
2990,4,27.0,6.0,1.0,2,0
2991,4,37.0,16.5,2.0,2,0
2992,4,37.0,13.0,5.5,2,0
2993,5,22.0,0.5,0.0,3,0
2994,4,27.0,2.5,1.0,2,0
2995,4,22.0,2.5,0.0,3,0
2996,5,27.0,6.0,2.0,2,0
2997,5,22.0,0.5,0.0,2,0
2998,5,27.0,2.5,0.0,1,0
2999,4,22.0,2.5,1.0,1,0
3000,4,27.0,0.5,0.0,3,0
3001,4,22.0,2.5,0.0,2,0
3002,3,32.0,13.0,1.0,1,0
3003,5,32.0,6.0,2.0,2,0
3004,5,42.0,23.0,4.0,3,0
3005,4,22.0,2.5,1.0,3,0
3006,5,32.0,2.5,1.0,1,0
3007,4,32.0,13.0,2.0,1,0
3008,5,27.0,6.0,2.0,2,0
3009,5,32.0,16.5,4.0,4,0
3010,4,22.0,0.5,0.0,3,0
3011,4,22.0,2.5,1.0,1,0
3012,4,32.0,9.0,2.0,3,0
3013,5,22.0,2.5,0.0,2,0
3014,4,27.0,2.5,2.0,3,0
3015,3,27.0,16.5,2.0,3,0
3016,5,22.0,2.5,0.0,3,0
3017,3,27.0,2.5,1.0,3,0
3018,4,22.0,2.5,0.0,2,0
3019,5,42.0,23.0,5.5,3,0
3020,4,37.0,13.0,2.0,2,0
3021,5,32.0,2.5,0.0,2,0
3022,3,37.0,23.0,3.0,3,0
3023,5,22.0,0.5,0.0,3,0
3024,5,32.0,16.5,3.0,4,0
3025,5,22.0,2.5,0.0,2,0
3026,5,37.0,16.5,2.0,4,0
3027,5,27.0,6.0,1.0,2,0
3028,4,37.0,16.5,2.0,3,0
3029,5,42.0,23.0,3.0,3,0
3030,4,37.0,16.5,3.0,2,0
3031,4,37.0,13.0,2.0,3,0
3032,5,22.0,2.5,0.0,1,0
3033,5,22.0,0.5,0.0,4,0
3034,5,22.0,6.0,1.0,1,0
3035,3,22.0,2.5,1.0,2,0
3036,5,27.0,2.5,0.0,2,0
3037,5,22.0,2.5,0.0,2,0
3038,4,42.0,23.0,2.0,2,0
3039,4,22.0,2.5,0.0,2,0
3040,5,22.0,0.5,1.0,2,0
3041,3,27.0,6.0,2.0,2,0
3042,5,22.0,2.5,0.0,3,0
3043,5,22.0,0.5,0.0,3,0
3044,5,42.0,23.0,3.0,3,0
3045,4,27.0,2.5,0.0,1,0
3046,5,27.0,2.5,0.0,2,0
3047,5,27.0,9.0,2.0,4,0
3048,4,22.0,2.5,0.0,4,0
3049,4,27.0,6.0,2.0,1,0
3050,5,27.0,6.0,1.0,3,0
3051,5,32.0,16.5,3.0,3,0
3052,4,17.5,2.5,0.0,2,0
3053,4,32.0,2.5,0.0,3,0
3054,3,32.0,16.5,3.0,3,0
3055,5,22.0,2.5,1.0,3,0
3056,4,32.0,23.0,4.0,4,0
3057,5,22.0,2.5,0.0,1,0
3058,5,22.0,0.5,0.0,3,0
3059,3,22.0,2.5,0.0,2,0
3060,4,37.0,6.0,0.0,3,0
3061,4,22.0,0.5,0.0,3,0
3062,4,32.0,9.0,0.0,3,0
3063,5,22.0,2.5,0.0,3,0
3064,4,32.0,13.0,3.0,3,0
3065,4,22.0,2.5,1.0,4,0
3066,4,22.0,2.5,0.0,3,0
3067,5,17.5,2.5,0.0,3,0
3068,5,27.0,2.5,1.0,2,0
3069,5,22.0,2.5,1.0,1,0
3070,4,27.0,6.0,1.0,3,0
3071,4,42.0,23.0,2.0,3,0
3072,4,37.0,16.5,3.0,2,0
3073,5,42.0,23.0,5.5,4,0
3074,5,27.0,9.0,2.0,2,0
3075,5,27.0,6.0,0.0,2,0
3076,5,22.0,0.5,0.0,3,0
3077,5,42.0,23.0,5.5,2,0
3078,4,22.0,2.5,0.0,3,0
3079,5,32.0,13.0,1.0,3,0
3080,5,27.0,2.5,0.0,3,0
3081,5,42.0,23.0,4.0,3,0
3082,5,22.0,2.5,1.0,2,0
3083,3,32.0,9.0,2.0,2,0
3084,5,27.0,2.5,0.0,3,0
3085,4,22.0,0.5,0.0,3,0
3086,2,37.0,16.5,5.5,3,0
3087,5,42.0,23.0,4.0,3,0
3088,3,27.0,9.0,0.0,2,0
3089,5,42.0,16.5,3.0,2,0
3090,4,27.0,9.0,2.0,3,0
3091,4,17.5,0.5,0.0,2,0
3092,4,22.0,2.5,0.0,4,0
3093,4,22.0,2.5,1.0,2,0
3094,5,22.0,0.5,0.0,3,0
3095,5,32.0,16.5,3.0,2,0
3096,4,32.0,16.5,2.0,3,0
3097,5,22.0,2.5,0.0,1,0
3098,5,27.0,2.5,0.0,2,0
3099,5,32.0,0.5,0.0,1,0
3100,3,22.0,6.0,1.0,2,0
3101,4,27.0,13.0,3.0,2,0
3102,5,37.0,0.5,0.0,3,0
3103,5,17.5,0.5,0.0,3,0
3104,4,27.0,2.5,0.0,2,0
3105,4,37.0,9.0,2.0,3,0
3106,4,22.0,6.0,2.0,3,0
3107,4,42.0,23.0,3.0,3,0
3108,5,22.0,2.5,1.0,1,0
3109,3,22.0,2.5,0.0,2,0
3110,5,22.0,6.0,1.0,2,0
3111,4,37.0,16.5,3.0,4,0
3112,3,42.0,23.0,5.5,2,0
3113,5,22.0,2.5,0.0,3,0
3114,4,27.0,2.5,1.0,4,0
3115,4,32.0,9.0,3.0,3,0
3116,5,37.0,16.5,3.0,2,0
3117,5,22.0,6.0,1.0,2,0
3118,5,22.0,2.5,1.0,3,0
3119,4,27.0,9.0,1.0,2,0
3120,5,22.0,2.5,0.0,4,0
3121,4,32.0,2.5,0.0,3,0
3122,5,27.0,9.0,0.0,3,0
3123,4,22.0,6.0,0.0,1,0
3124,5,42.0,23.0,4.0,4,0
3125,5,32.0,16.5,4.0,3,0
3126,5,32.0,16.5,3.0,3,0
3127,4,27.0,6.0,0.0,2,0
3128,4,32.0,2.5,0.0,3,0
3129,5,27.0,6.0,1.0,2,0
3130,5,22.0,0.5,0.0,1,0
3131,5,42.0,23.0,4.0,4,0
3132,2,32.0,6.0,2.0,2,0
3133,5,22.0,6.0,2.0,3,0
3134,4,22.0,2.5,1.0,2,0
3135,5,42.0,23.0,5.5,3,0
3136,5,32.0,6.0,2.0,2,0
3137,5,42.0,23.0,2.0,2,0
3138,4,27.0,6.0,0.0,3,0
3139,4,37.0,16.5,3.0,3,0
3140,5,42.0,16.5,3.0,2,0
3141,4,32.0,16.5,3.0,2,0
3142,5,22.0,2.5,0.0,2,0
3143,4,27.0,9.0,2.0,3,0
3144,5,22.0,6.0,1.0,2,0
3145,4,22.0,2.5,2.0,2,0
3146,5,27.0,9.0,1.0,3,0
3147,4,27.0,6.0,2.0,3,0
3148,5,22.0,2.5,0.0,4,0
3149,5,22.0,2.5,0.0,3,0
3150,5,27.0,2.5,0.0,2,0
3151,5,22.0,2.5,0.0,3,0
3152,5,27.0,13.0,2.0,3,0
3153,4,27.0,2.5,0.0,3,0
3154,4,42.0,23.0,2.0,4,0
3155,5,27.0,6.0,2.0,2,0
3156,3,27.0,2.5,0.0,1,0
3157,4,27.0,6.0,1.0,3,0
3158,5,27.0,6.0,1.0,2,0
3159,5,22.0,0.5,0.0,2,0
3160,2,22.0,0.5,0.0,2,0
3161,4,27.0,2.5,0.0,3,0
3162,5,27.0,6.0,1.0,1,0
3163,4,37.0,23.0,3.0,3,0
3164,3,22.0,2.5,0.0,1,0
3165,4,27.0,9.0,2.0,3,0
3166,4,42.0,23.0,5.5,3,0
3167,4,22.0,0.5,0.0,3,0
3168,5,22.0,2.5,0.0,1,0
3169,5,22.0,6.0,0.0,2,0
3170,4,27.0,6.0,1.0,3,0
3171,4,42.0,23.0,4.0,3,0
3172,5,22.0,0.5,0.0,3,0
3173,4,22.0,2.5,0.0,1,0
3174,5,22.0,0.5,0.0,4,0
3175,5,27.0,2.5,0.0,3,0
3176,5,22.0,2.5,0.0,4,0
3177,4,37.0,16.5,4.0,3,0
3178,5,22.0,2.5,0.0,2,0
3179,5,22.0,2.5,0.0,2,0
3180,4,22.0,2.5,1.0,4,0
3181,5,37.0,23.0,4.0,1,0
3182,5,27.0,2.5,0.0,1,0
3183,3,37.0,9.0,1.0,2,0
3184,5,22.0,0.5,0.0,4,0
3185,5,27.0,9.0,2.0,2,0
3186,5,32.0,6.0,1.0,3,0
3187,4,22.0,2.5,0.0,3,0
3188,4,27.0,6.0,0.0,1,0
3189,4,17.5,0.5,0.0,3,0
3190,4,27.0,6.0,1.0,1,0
3191,4,22.0,2.5,0.0,2,0
3192,4,27.0,6.0,0.0,3,0
3193,4,27.0,6.0,2.0,3,0
3194,4,27.0,6.0,0.0,1,0
3195,5,22.0,2.5,0.0,4,0
3196,5,27.0,2.5,0.0,4,0
3197,5,22.0,0.5,0.0,2,0
3198,5,37.0,23.0,4.0,2,0
3199,5,37.0,16.5,4.0,4,0
3200,5,27.0,2.5,0.0,1,0
3201,5,42.0,23.0,4.0,3,0
3202,5,27.0,13.0,3.0,1,0
3203,4,22.0,2.5,0.0,2,0
3204,5,32.0,16.5,4.0,4,0
3205,3,37.0,16.5,2.0,3,0
3206,5,22.0,2.5,0.0,2,0
3207,4,27.0,2.5,1.0,3,0
3208,5,27.0,2.5,0.0,3,0
3209,5,32.0,13.0,3.0,3,0
3210,4,27.0,2.5,1.0,2,0
3211,4,22.0,0.5,0.0,3,0
3212,4,27.0,2.5,0.0,2,0
3213,4,27.0,2.5,0.0,2,0
3214,2,22.0,2.5,0.0,1,0
3215,4,32.0,9.0,2.0,3,0
3216,5,42.0,23.0,3.0,2,0
3217,3,27.0,2.5,0.0,2,0
3218,5,27.0,13.0,0.0,3,0
3219,4,22.0,2.5,0.0,3,0
3220,4,17.5,0.5,0.0,3,0
3221,4,27.0,6.0,1.0,2,0
3222,5,22.0,6.0,0.0,4,0
3223,3,27.0,6.0,1.0,3,0
3224,5,22.0,6.0,2.0,3,0
3225,5,27.0,6.0,2.0,3,0
3226,5,27.0,2.5,1.0,3,0
3227,4,22.0,2.5,1.0,2,0
3228,4,32.0,13.0,2.0,3,0
3229,4,27.0,16.5,2.0,3,0
3230,4,32.0,9.0,2.0,2,0
3231,4,37.0,16.5,3.0,3,0
3232,5,17.5,0.5,0.0,3,0
3233,4,22.0,2.5,0.0,2,0
3234,4,27.0,9.0,1.0,3,0
3235,5,27.0,6.0,2.0,3,0
3236,1,32.0,16.5,5.5,2,0
3237,3,27.0,9.0,1.0,2,0
3238,3,32.0,13.0,4.0,3,0
3239,5,42.0,13.0,4.0,4,0
3240,3,22.0,2.5,1.0,3,0
3241,5,32.0,13.0,2.0,2,0
3242,5,27.0,2.5,0.0,3,0
3243,4,22.0,2.5,0.0,2,0
3244,5,22.0,2.5,0.0,3,0
3245,5,22.0,2.5,0.0,2,0
3246,3,37.0,16.5,2.0,2,0
3247,5,32.0,9.0,2.0,2,0
3248,5,27.0,13.0,2.0,2,0
3249,3,37.0,13.0,1.0,4,0
3250,5,42.0,23.0,3.0,2,0
3251,4,22.0,2.5,0.0,3,0
3252,4,42.0,23.0,2.0,4,0
3253,3,22.0,2.5,0.0,1,0
3254,4,27.0,0.5,0.0,2,0
3255,4,42.0,13.0,2.0,1,0
3256,4,22.0,2.5,0.0,2,0
3257,5,27.0,6.0,0.0,4,0
3258,4,22.0,0.5,0.0,3,0
3259,5,32.0,2.5,0.0,3,0
3260,5,22.0,2.5,0.0,3,0
3261,4,32.0,16.5,4.0,1,0
3262,3,27.0,6.0,0.0,3,0
3263,5,32.0,13.0,2.0,3,0
3264,5,27.0,2.5,0.0,3,0
3265,4,32.0,16.5,2.0,2,0
3266,4,17.5,0.5,0.0,2,0
3267,4,37.0,23.0,3.0,2,0
3268,5,27.0,13.0,2.0,3,0
3269,5,32.0,16.5,3.0,2,0
3270,5,27.0,6.0,2.0,2,0
3271,5,22.0,2.5,0.0,3,0
3272,5,27.0,2.5,1.0,3,0
3273,3,17.5,2.5,1.0,3,0
3274,5,22.0,2.5,0.0,2,0
3275,5,22.0,0.5,0.0,4,0
3276,4,27.0,2.5,0.0,3,0
3277,4,27.0,6.0,2.0,1,0
3278,4,22.0,6.0,1.0,2,0
3279,4,27.0,2.5,0.0,3,0
3280,2,32.0,16.5,3.0,4,0
3281,4,22.0,2.5,0.0,2,0
3282,5,27.0,2.5,0.0,2,0
3283,4,27.0,2.5,0.0,3,0
3284,5,27.0,6.0,2.0,4,0
3285,5,32.0,16.5,2.0,3,0
3286,5,17.5,2.5,0.0,2,0
3287,4,42.0,16.5,5.5,3,0
3288,5,27.0,2.5,1.0,2,0
3289,4,32.0,2.5,0.0,3,0
3290,5,22.0,6.0,1.0,2,0
3291,4,27.0,6.0,1.0,3,0
3292,4,37.0,16.5,2.0,2,0
3293,5,17.5,0.5,0.0,3,0
3294,4,37.0,16.5,3.0,3,0
3295,5,27.0,2.5,0.0,2,0
3296,4,27.0,6.0,0.0,2,0
3297,4,27.0,9.0,2.0,3,0
3298,5,32.0,16.5,2.0,4,0
3299,5,27.0,2.5,2.0,3,0
3300,5,37.0,16.5,2.0,3,0
3301,4,42.0,23.0,3.0,3,0
3302,5,32.0,16.5,2.0,3,0
3303,4,22.0,0.5,0.0,2,0
3304,5,27.0,6.0,1.0,1,0
3305,3,27.0,2.5,0.0,3,0
3306,4,32.0,13.0,2.0,3,0
3307,4,22.0,2.5,1.0,2,0
3308,4,27.0,2.5,0.0,1,0
3309,5,22.0,2.5,0.0,3,0
3310,3,42.0,23.0,3.0,3,0
3311,5,27.0,6.0,0.0,3,0
3312,4,37.0,16.5,2.0,3,0
3313,4,27.0,6.0,0.0,4,0
3314,5,22.0,6.0,1.0,3,0
3315,5,32.0,6.0,1.0,2,0
3316,5,22.0,0.5,0.0,2,0
3317,4,22.0,2.5,0.0,3,0
3318,4,22.0,0.5,0.0,3,0
3319,3,32.0,2.5,1.0,2,0
3320,2,32.0,6.0,0.0,3,0
3321,5,32.0,9.0,2.0,4,0
3322,4,42.0,23.0,2.0,3,0
3323,5,42.0,23.0,3.0,4,0
3324,5,22.0,2.5,1.0,2,0
3325,5,42.0,23.0,2.0,2,0
3326,4,27.0,6.0,1.0,2,0
3327,4,27.0,2.5,0.0,1,0
3328,5,22.0,2.5,0.0,2,0
3329,4,42.0,16.5,4.0,4,0
3330,5,27.0,2.5,0.0,1,0
3331,3,32.0,9.0,1.0,3,0
3332,5,22.0,2.5,0.0,3,0
3333,4,22.0,6.0,0.0,3,0
3334,5,22.0,2.5,0.0,2,0
3335,4,22.0,0.5,0.0,3,0
3336,5,22.0,0.5,1.0,3,0
3337,4,32.0,9.0,0.0,2,0
3338,3,27.0,2.5,1.0,3,0
3339,4,27.0,6.0,0.0,2,0
3340,5,22.0,2.5,0.0,1,0
3341,5,22.0,2.5,2.0,3,0
3342,5,22.0,6.0,3.0,3,0
3343,4,27.0,9.0,2.0,3,0
3344,4,32.0,16.5,5.5,3,0
3345,5,32.0,6.0,2.0,3,0
3346,4,22.0,0.5,0.0,3,0
3347,5,27.0,6.0,2.0,4,0
3348,5,42.0,23.0,4.0,4,0
3349,4,22.0,2.5,0.0,2,0
3350,4,42.0,23.0,3.0,3,0
3351,5,32.0,9.0,2.0,3,0
3352,5,42.0,23.0,3.0,2,0
3353,4,42.0,23.0,2.0,2,0
3354,5,27.0,9.0,1.0,4,0
3355,5,22.0,2.5,0.0,3,0
3356,3,32.0,16.5,2.0,2,0
3357,5,22.0,2.5,0.0,3,0
3358,5,32.0,9.0,1.0,4,0
3359,5,27.0,6.0,2.0,4,0
3360,5,42.0,23.0,2.0,3,0
3361,5,32.0,16.5,2.0,1,0
3362,5,27.0,9.0,3.0,1,0
3363,5,32.0,13.0,2.0,4,0
3364,5,22.0,2.5,0.0,2,0
3365,4,27.0,6.0,0.0,3,0
3366,5,27.0,2.5,0.0,4,0
3367,4,17.5,2.5,1.0,2,0
3368,5,22.0,0.5,0.0,4,0
3369,4,22.0,2.5,0.0,4,0
3370,5,37.0,23.0,5.5,3,0
